"","GeneID","PB357.02","PB357.07","PB357.09","PB357.12","PB357.16","PB357.18","PB357.19","PB357.20","PB357.21","PB357.22","PB357.28","PB357.29","PB358.01","PB358.04","PB358.05","PB358.07","PB358.08","PB358.12","PB358.13","PB358.18","PB358.19","PB358.25","PB358.28","PB358.29","PB358.32","PB358.33","PB358.34","PB358.39","PB358.42","PB358.43","PB358.50","PB358.57","PB359.03","PB359.06","PB359.19","PB359.22","PB359.25","PB359.29","PB359.33","PB359.41","PB359.42","PB359.49","PB359.51","PB359.55","PB359.56","PB359.57","PB359.64","PB359.65","PB359.66","PB359.67","PB359.70","PB359.73","PB359.83","PB359.84","PB359.86","PB359.87","PB359.88","PB359.90","PB360.02","PB360.07","PB360.08","PB360.09","PB360.13","PB360.15","PB360.18","PB360.21","PB360.22","PB360.24","PB360.26","PB360.32","PB360.36","PB360.41","PB360.42","PB360.45","PB360.46","PB360.49","PB360.50","PB360.52","PB360.53","PB360.57","PB360.59","PB360.70","PB360.75","PB360.76","PB360.83","PB360.86","PB360.88","PB360.93","PB360.94","PB361.01","PB361.02","PB361.11","PB361.15","PB361.21","PB361.23","PB361.24","PB361.25","PB361.28","PB361.37","PB361.39","PB361.43","PB361.44","PB361.48","PB361.59","PB361.62","PB361.63","PB361.67","PB361.69","PB361.70","PB361.73_ES_B","PB361.73","PB361.76","PB361.77","PB361.78","PB361.81","PB361.85","PB361.86","PB361.88","PB361.90_ES_B","PB361.91","PB361.94","PB362.07","PB362.09","PB362.11","PB362.13","PB362.40","PB362.45","PB362.56","PB362.57","PB362.65","PB362.73","PB363.02","PB363.07","PB363.08","PB363.47","PB363.55","PB364.50","PB364.73","PB364.86","PB365.13","PB365.22","PB365.33","PB365.38","PB365.45","PB365.46","PB365.47","PB366.02","PB366.03","PB366.07","PB366.15","PB366.18","PB366.21","PB366.41","PB366.43","PB366.44","PB366.51","PB366.72","PB366.78","PB366.80","PB366.87","PB367.06","PB367.10","PB367.19","PB367.26","PB367.45_ES_B","PB367.45","PB367.47","PB367.55","PB367.68","PB368.05","PB368.06","PB368.12","PB368.15","PB368.19","PB368.24","PB368.41","PB368.63","PB368.79","PB369.07","PB369.08","PB369.16","PB369.18","PB369.29","PB369.32","PB369.36"
"780","ENSMUSG00000098156",16.7926,6.5682,19.7256,0,9.6723,6.5638,1.9692,2.9577,5.1013,4.7409,23.6006,7.8051,7.8273,4.2913,4.1638,3.7884,8.4711,2.4313,23.2754,2.8911,0.882,17.0475,10.7219,6.5856,2.2331,4.3019,1.8048,0,0,2.2713,6.8084,1.8726,6.7237,15.0813,8.2485,15.2135,3.7337,8.6061,14.4652,12.7283,6.2726,8.829,7.792,7.4748,1.3383,1.135,1.1366,1.3127,11.1792,10.2849,9.5072,3.7676,10.6521,5.4313,6.7992,12.4021,7.2209,0,7.273,0,5.7414,4.2931,11.5556,15.4969,9.0689,4.178,10.3302,9.879,5.5384,4.3977,17.0446,3.1014,7.5991,3.0479,5.2897,9.0871,13.7217,7.2687,2.3485,7.0442,7.7561,10.2797,6.141,4.0618,5.4009,2.2109,3.6216,3.9642,6.5206,5.3083,1.0996,6.5766,11.057,15.5663,3.6736,2.6292,2.5644,3.3565,1.7131,7.3542,9.5267,5.1648,1.1278,5.9277,3.3139,2.3711,1.8084,9.156,11.9202,4.2852,4.7415,4.2282,3.9172,5.5861,3.823,4.448,2.8452,9.6247,0.5467,22.3254,7.0435,1.1197,0,0.003,2.5081,5.8836,4.1652,3.3275,9.1805,5.5946,7.6389,5.2378,0,5.4402,2.7866,7.97,0,0,1.8387,2.1379,2.374,2.973,7.9396,10.3009,6.8499,3.4328,1.3433,1.2023,1.3157,1.2478,2.2462,3.5876,7.0177,5.008,2.3501,10.5119,11.152,7.7393,15.1991,4.7854,0.3339,0,4.3072,1.3658,3.7213,11.8147,1.5694,1.1295,2.3909,11.1223,11.2506,6.5963,5.1311,3.4846,1.1719,2.8347,5.5682,0,3.6296,1.1212,7.8231,6.3347,16.3538,9.3296,17.4913
"781","ENSMUSG00000098192",6.8001,6.9347,22.7714,5.0623,12.9047,10.8264,13.5003,17.8777,13.4717,23.1976,34.5766,23.1418,12.7367,22.8944,8.6125,7.9386,5.4187,11.9511,9.022,18.2271,13.4363,15.1578,13.7958,10.7718,1.7634,12.7659,15.1523,6.241,12.2852,16.0472,4.2463,3.5868,14.9487,16.6314,21.61,7.2361,7.4318,30.6278,8.2287,22.7377,9.2441,9.1173,14.3168,11.4289,25.7801,1.5445,4.6331,13.0936,12.4206,12.0335,8.4317,1.9281,25.9935,5.3932,11.0933,41.0214,6.973,23.2504,5.5903,12.3208,8.7825,15.6194,16.3306,19.3577,60.4591,2.0724,0,26.6564,44.082,40.4271,22.489,26.8008,8.4398,16.4417,8.1203,17.912,5.2706,25.7855,10.8692,12.6306,22.6495,11.8595,3.4498,12.3622,19.7221,28.4895,25.0101,7.8211,32.2536,12.4466,25.3594,7.7561,12.8349,17.5638,3.2811,7.127,8.3235,16.3147,12.2916,19.2025,13.7313,13.2244,5.5628,12.792,6.6171,8.4792,6.0646,10.2803,37.8121,32.6787,46.9085,25.4006,14.833,14.47,9.2052,16.1517,1.7723,11.1997,6.6022,22.3459,20.4493,0,2.8021,8.5788,0.0028,17.8091,5.0206,8.6569,20.9129,11.375,17.1929,5.1913,15.6494,3.7561,12.1731,5.3453,20.1208,6.7352,14.8568,12.3353,17.8671,21.1202,5.3522,19.8005,8.6643,8.0844,19.0841,14.21,13.9648,15.891,5.6895,5.5602,26.4577,13.2328,13.8063,4.0913,30.1051,21.8046,11.1471,31.7188,4.2633,12.0354,47.2746,7.1663,37.3897,68.503,10.9355,13.2469,11.3915,26.4065,9.8451,8.2075,15.6704,16.1765,11.6698,15.5559,15.4419,11.2005,12.2996,14.0148,6.7918,10.3864,12.3315,8.236,26.0331
"782","ENSMUSG00000098208",37.5942,14.1219,27.918,6.8674,26.4808,13.4526,31.1985,22.2946,37.4503,15.617,47.0032,34.7125,25.064,55.7059,26.5513,9.725,26.3142,10.1978,26.8577,20.9583,6.0749,41.9838,23.1821,34.63,6.0849,31.3984,11.132,14.1878,25.7534,25.9018,20.6599,17.0299,9.9516,28.2744,48.0779,36.7623,26.9815,31.3288,21.4539,24.1807,21.0865,23.8298,56.9318,19.9935,25.993,16.7566,8.7598,34.2753,25.0882,38.0886,21.6692,11.3376,28.3572,24.9181,18.9362,34.7208,25.4309,26.7082,7.7623,11.5752,20.9955,25.7887,38.5096,38.1567,67.6042,38.6102,10.0072,25.1465,34.8468,42.3922,43.4348,27.5769,22.3802,31.966,28.567,20.3372,53.9626,47.2852,26.3875,30.1796,29.4423,15.7312,35.0415,18.834,21.0198,33.4027,22.014,13.346,50.4294,33.8505,42.3092,28.6619,40.9135,42.489,24.3845,14.8199,19.6912,45.7166,21.2449,23.8076,36.7183,57.2311,7.9734,15.2274,26.2508,19.4343,27.2769,19.9433,48.3642,48.4598,77.9261,33.4582,11.1936,45.1316,23.9676,14.2773,18.9795,27.8692,14.4005,34.0599,71.5154,4.8616,17.5213,12.8228,19.8143,24.0043,16.9287,7.7224,34.5735,27.3473,34.8131,21.9828,21.1321,9.0981,6.1496,22.2838,32.9143,11.14,10.7667,13.003,27.5801,64.512,8.7255,19.7551,19.2383,10.69,26.602,27.6418,23.2,11.2306,33.3329,16.9696,24.0813,15.1234,20.7124,30.8516,71.6725,47.9167,45.6665,32.5399,21.7991,26.8073,42.6826,16.0073,39.4822,97.9358,15.532,13.0929,32.0591,42.4136,37.1115,8.6319,22.231,15.4696,10.9909,20.0849,61.3329,17.1844,10.9453,17.4934,11.2068,27.0621,36.1453,51.8606,48.0564
"783","ENSMUSG00000098240",13.1604,7.1325,2.1729,8.0768,0,17.1472,10.4277,12.3796,6.7196,6.33,13.7164,25.324,0,10.4158,6.8054,9.8283,15.9079,10.1193,12.1033,1.8744,5.6895,9.0328,9.093,37.2098,1.9334,12.341,6.4274,10.5959,0,14.3387,9.7443,11.7664,9.3853,27.3538,10.4767,18.6764,6.1069,14.5415,12.1675,12.495,21.9828,13.3299,9.9046,17.8523,18.2359,6.7935,17.9002,16.1465,22.0455,22.7966,19.1714,13.2981,5.0591,17.2836,15.637,19.809,8.786,14.0212,17.3266,15.3407,9.8076,15.2573,17.1093,11.241,26.3451,6.2898,10.4765,20.2316,37.2829,10.9291,12.8772,23.3756,11.7804,11.6284,7.7827,15.1637,5.6695,12.8648,3.6925,15.2233,25.0067,15.9895,3.5367,5.1158,6.1969,19.7206,12.1801,17.5603,24.3383,21.4193,14.4303,13.7412,17.1888,21.267,8.5801,19.6212,15.4692,30.1354,12.4457,15.3597,15.4874,14.3124,10.6021,6.184,5.7818,11.9495,24.0628,13.8916,19.778,20.6526,31.3259,14.5966,6.7341,11.2955,15.7445,3.3426,8.4335,7.91,4.3823,22.4929,43.7116,2.2543,9.5932,18.3602,0,13.1108,4.0283,0,13.5226,14.1038,13.7174,9.8516,8.0826,1.529,12.6861,4.867,27.0728,12.2039,13.6846,13.7222,9.927,26.4337,16.0054,16.0458,5.2508,12.2319,4.5286,2.198,10.0061,9.3651,8.169,12.2948,5.3046,7.6793,4.0521,4.6843,16.8433,17.8127,20.7201,24.1535,12.1979,18.9431,30.6648,8.3673,10.2461,22.7194,11.9584,0,22.2028,33.2449,22.554,0,24.1497,2.6636,11.8389,21.796,27.6429,15.64,8.2233,8.7169,15.6518,14.9308,34.4791,13.0167,15.8502
"784","ENSMUSG00000098265",14.683,7.7267,4.4834,0,25.2363,26.898,20.7847,25.1902,0,2.798,15.8626,33.3855,46.1422,9.007,14.7858,10.2123,1.0351,12.6657,12.3806,1e-04,18.422,13.7403,14.5234,25.8492,7.5862,26.988,9.5477,11.7806,27.0385,40.5548,9.533,18.3216,21.299,52.9576,27.8149,0,2.4955,23.3446,25.4283,29.2489,10.6882,19.0407,14.3446,22.0266,24.8923,40.3985,25.5601,33.7764,8.455,23.5823,21.4225,25.4002,45.0601,11.5568,17.9248,76.7074,14.132,7.2665,4.1596,50.5006,10.9678,7.0686,61.8211,17.599,9.0063,12.6844,21.6959,8.847,45.9262,26.6374,27.1219,30.839,2.7994,1.26,12.1923,20.546,18.4279,35.1512,28.5584,2e-04,4e-04,42.5835,0,4.4774,21.2708,23.2048,29.3597,14.4438,70.2181,17.4401,14.6532,38.9253,15.6514,48.1604,10.8686,36.7263,39.145,38.6094,30.7172,8.8362,15.0026,25.5868,4.6532,0,21.8481,0,7.2881,5.9308,10.2834,0,0.0025,40.1877,22.5448,54.1632,0.0516,7.8012,0,10.8777,0,14.1143,4.0926,10.2325,8.2592,12.4803,18.2852,9.6491,26.0478,8.6569,72.9037,13.5104,24.3898,7.3267,34.2843,22.2344,17.7601,30.4531,96.6144,23.1059,14.4802,28.6103,57.7723,63.3246,0,51.9825,23.8605,20.5968,23.8868,32.258,14.335,19.8969,0.0012,9.0219,20.1762,16.193,11.4647,12.0159,19.6714,11.708,14.4578,10.3379,15.974,19.0287,0,17.194,22.7027,26.1163,25.5134,38.826,12.9693,29.332,34.4932,12.1489,30.8206,6e-04,15.2597,2.0797,12.0941,16.9001,0,16.7648,3.3898,4.0756,33.2664,8.2112,0
"785","ENSMUSG00000098269",12.8791,19.0513,17.9182,7.8629,16.5429,10.2855,12.2205,9.1574,6.4893,27.419,6.0599,18.6841,21.4246,22.5151,8.5288,6e-04,6.4731,3e-04,18.3843,2.6037,12.6559,13.7612,12.7847,7e-04,4.3395,18.3099,11.2163,2.1331,12.0051,24.9056,5.6617,0,16.9224,7.1972,18.9691,12.6118,16.3329,13.3881,27.362,11.115,13.8099,23.6739,13.7039,8.8217,11.323,20.0752,14.4104,2.0578,15.3245,27.2294,4.739,0.2335,14.5882,5.1305,15.3292,21.983,4.396,7.2983,20.7691,11.4835,27.3145,10.4146,19.772,22.1868,11.3555,26.966,1e-04,10.7899,17.8209,1.595,25.4839,17.1022,5.994,4.9544,21.2748,5.2501,28.9302,30.8876,9.6273,12.0065,3.0632,13.0935,8.2905,9.0753,7.3063,0.0013,20.0034,7.5553,16.5436,5.5054,8.1929,21.7548,7.4358,13.5507,16.2351,16.613,10.6889,6.7702,19.0511,12.3881,26.5625,19.6271,7.8456,10.4303,7.323,19.9237,8.114,19.6266,1.9066,20.1002,28.4195,11.8948,1e-04,9.4822,15.4321,12.5977,4.536,12.4554,9.7472,2.3524,3.3794,6.2013,25.1453,5.5319,21.0317,11.427,6.1196,14.9919,22.0391,3.285,21.5454,21.3756,23.0997,9.1424,5.3973,22.2213,45.7708,12.942,13.9329,17.3361,22.6435,24.2677,21.2664,17.1143,7.5495,14.8687,7.7203,11.4214,2.3889,10.6189,24.6523,0,13.022,6.4044,13.763,6.135,5.5409,19.1681,20.2509,24.2527,8.2395,0,24.8728,6.5659,15.7661,38.1804,18.9038,14.4362,16.4783,16.8986,12.3613,10.5069,12.6309,2.0588,0,5.0787,6.5283,18.437,14.5473,0,12.8741,0,44.6029,6.951,6.8275
"786","ENSMUSG00000098281",56.1646,72.325,103.3121,196.6922,57.9291,32.556,119.0804,80.2071,77.815,206.341,77.1113,61.9058,49.1638,56.1146,61.3842,172.5938,0,68.3089,360.4937,118.8711,22.4255,463.8817,72.4429,3.9987,23.2667,49.9603,82.1248,118.8832,0,0,50.237,59.4137,484.4159,800.3157,0,258.6336,211.9548,58.5077,372.1446,133.8193,173.8142,194.3855,301.1376,1.0074,237.6772,158.8713,0,0,0,169.4705,53.7153,51.2026,0,142.7713,70.7061,73.0319,93.4696,183.53,25.3058,160.1022,153.5391,157.0494,0,0,333.3582,211.1623,155.5126,308.0871,0,0,1.0026,0,0,88.0939,62.4837,0,76.0951,77.6891,184.9175,256.2627,75.3284,255.36,76.8401,83.1699,153.6433,58.2244,188.7008,144.2544,58.9347,0,93.2328,0,0,169.601,0,148.8281,113.5245,82.938,297.6358,79.4483,0,57.3618,209.578,57.0304,59.1546,0,0,98.4353,61.177,67.1507,145.6682,60.4234,122.7661,166.5525,90.4411,109.1198,81.6911,40.2487,11.6656,83.186,206.1623,29.4584,98.3081,73.1408,217.9172,190.7484,82.0164,0,143.7879,55.6946,193.5426,37.9204,81.4354,143.0038,202.4452,74.3888,417.77,85.9706,0,177.1184,221.1197,136.8127,80.4958,59.4423,42.7516,96.2,40.9622,40.0822,164.1428,106.1653,131.3483,2.0072,160.4566,70.0505,82.0546,88.901,1.0019,0,148.5411,40.6588,177.0628,59.9664,560.1855,176.8018,1.0049,2.0064,137.3611,0,289.2542,318.5903,274.1391,0,163.9549,298.0527,125.1766,304.4261,104.6704,131.1613,59.6259,68.657,243.986,1.9681,0,176.9677,0
"787","ENSMUSG00000098306",7.1276,4,7.7943,27,2.4151,9.9319,5.4437,4.9319,5.8047,0.4821,8.9026,21.2433,0,10.8148,2,0,0,5.7506,5.9604,8.916,1.5624,8,19.2723,2,5.8666,7.2245,0,0,3,5.8148,3,4,3,12.3641,2,3,31.0719,6.7809,0,23.7635,12.1717,4.4654,0,7.1593,3.7971,4,4.0375,5,3.8733,9,59.1689,11.7842,21.3648,0,24.3731,24.9767,1,2,0,9,1,2,0,6,0.005,11,1.8047,12.0755,0,0.0953,4.5617,0,8,1,3.7341,2,12.2662,2.8047,3,8,18,2,13.6318,5.8913,3,5.8047,12.6044,2,24.8736,11,40.9223,8,30.0943,22.8114,8.932,0.8047,4.0549,17.9808,33.7349,22.7355,0.1357,21.3391,3,0,7.6648,5.0014,0,24.9006,62.5533,16.07,31.0644,1,0.0241,3,13.9441,73.7628,10.754,13.6287,2.4438,15.5508,0,1,10.1796,19,2,1,22.826,2,1,30.3715,57.9069,6,5,2,4.7244,5.9319,8.1653,0,5,4.1946,20.7608,5.8048,22.4683,8.959,12.4403,18,6.0333,24.6575,11.6398,21.9078,1.244,4,19,1,11.1414,3,72.5403,34.5313,4.5614,10,27.0146,8.0671,13,10.7676,9.1595,30.6629,0.4438,1,3.6307,7,32.673,2,10.5081,2,4.6208,4.6338,7.1699,1.5105,2,0,9.8048,1,0,19,15
"788","ENSMUSG00000098343",21,3,21,6,8,14,27,16,17,9,9,6,13,11,8,3,3,3,2,9,13,9,3,6,4,16,2,6,2,14,3,6,37,3,20,18,10,23,10,18,10,23,7,4,6,7,5,2,8,16,18,21,9,15,24,17,5,11,1,8,17,17,11,6,5,21,8,28,8,8,11,8,7,17,8,22,11,5,6,7,5,4,9,6,4,7,11,6,10,2,0,7,6,6,6,10,10,18,6,8,23,12,4,5,11,10,10,11,17,7,15,17,5,10,9,16,5,11,1,10,7,2,6,5,0,18,13,4,22,7,12,16,10,4,10,5,17,9,2,28,4,18,8,10,8,12,7,15,6,10,0,5,10,5,10,8,3,5,18,11,12,6,19,4,17,30,12,8,2,8,5,10,11,11,3,15,1,11,5,3,7,11,15,0,14
"789","ENSMUSG00000098362",0.935,0,0.9379,0.9481,1.9277,0.9327,0.9513,0,0,0.9819,1.9285,1.9373,1.9561,0,0,0.9341,1.9449,0,1.9284,0.9763,0,0.9374,0.9413,0,0.9756,0,0,0,0,4.8703,0,0.9536,2.8874,2.8909,2.9164,0,0.9576,0,2.9231,0.956,0,0,1.8989,0.9556,0.9426,2.886,0.9357,0,0,0,0.9474,1.9436,2.9253,0.9032,0.9336,0,2.945,0,0,2.9321,1.958,0,0.9319,0.9367,0.9521,0,0.9578,1.901,0,0.9677,1.9294,0,0.929,0,0,0.9535,0,2.9054,0.9564,0.9373,0.9516,4.8766,0.955,0,0,1.9355,0,0,0.9184,0.9497,0.9464,2.9119,0.9486,1.9155,0.9498,0.9379,0.8927,1.9225,0.8979,1.9385,0.9425,0.9373,0,0.9584,2.9368,3.9198,0.9368,0.9358,0,2.9257,4.8568,0,0.9356,0.9447,0,0,0,0,0.9874,1.94,1.9026,0,0,1.9399,0.9533,3.8895,3.9405,1.974,0,0,0.962,0,1.9571,0.9358,0,0,1.8234,1.9727,0.9719,0,0,0,0.933,0.9323,0.9609,0,0.9443,0,0,0,0,0.9765,0.9341,0,0,0,0,0,0,0,0.9226,0,0,0,2.9388,3.8475,0.9883,0,1.9298,0.938,0.9604,0,0.9641,0,0.9437,0.9325,3.8718,0,0,0,0,0,0,0,0.9332
"790","ENSMUSG00000098399",5.9199,0.9703,1.961,0.9495,0.9728,0.9455,0,0,2.9708,0.984,2.943,0.9767,1.9616,0.9653,0.9652,1.951,1.965,0,1.9307,0.9566,0,3.9102,1.9605,0,0.9765,0,0,0,4.9166,1.9291,0.9598,7.9415,0.9156,0,0,0,0.9247,0,4.9402,0,0,0.9685,2.9102,0.9622,1.9336,3.9392,0,0.9503,5.9062,0,0.9556,0,2.8941,6.8602,1.9335,0,0.9791,0.9693,0,1.9311,0.9819,2.9269,0,3.9302,3.953,0,0,0.9406,4.967,3.9036,0,1.9369,1.939,3.9567,2.9548,2.9476,1.9397,0.938,0.9538,0.9776,2.9635,1.9371,2.9046,0,2.9031,1.8643,0,0,3.8878,2.9508,2.9305,0,0,4.8882,2.9196,1.9471,6.9206,4.9083,4.9188,4.8701,0,0.9449,2.975,0,0.9594,4.8671,3.9346,0,0.942,0.9626,1.9164,2.9075,4.8762,2.9474,0,1.9651,0.9853,1.956,0,1.9385,0,0.9836,0,7.905,0.9601,0,3.9397,2.9703,0.955,0,1.957,0,0.9776,0,0,1.9822,4.8401,0.9825,0,2.9533,0.9484,0,2.9069,0,0,0,0,0,0,0.9498,0.9884,0,0,0,0,0,0,0,0.9711,0,0,0,0,0,0,2.8688,0,0,0,0,0,0,0,2.9738,1.9485,0,2.8977,0,1.9573,0.9537,3.9364,0,0.969,0,2.9302
"791","ENSMUSG00000098410",0,0,3.2629,1.4581,1.5306,1.9067,1.8304,0,0.7683,0,0,2.2722,0.7221,0.5203,0,0,0.4058,0,1.4783,2.5549,0,3.9772,0,0,0,0,0.9055,0.4522,1.4018,1.4861,0.4863,0.1923,3.3077,0,0,5.0113,0,1.1402,0.5223,0.8213,0,2.8919,0,1e-04,0.0105,6.3536,5.1252,3.2051,1.9607,1.6623,3.5598,1.7128,0.4491,2.3207,3.1498,2.4116,4.0293,0,0,2.3346,0,0,4.0531,1.1928,1.907,1.8874,0,0,4.7729,1.7746,0,1.0805,0,0,0.2241,2.1335,0,2.0123,4.8346,2e-04,0.2298,5.0642,9e-04,0.601,0,0,0.6166,4.2595,2.8968,0,0,3.0347,2.7063,0.9257,0,1.3217,0,0,0,3.9541,0,0,2.544,0.1871,0,2.9738,0,1.1592,0,0.0589,0,0.7635,3.6536,2.992,0,1.3209,0.3915,0,0.0046,0,0,1.3531,0,0,2.2446,2.0343,1.7406,2.1164,1.6682,1.3686,3.5198,0.9445,1.2832,2.9873,0,3.0449,2.1025,0.5821,2.1395,1.9782,2.5401,1.9462,2.8777,0,0.5347,0,2.6009,4.0248,0.2495,1.7535,1.1868,0,2.2817,0,3.0954,0,3.1677,8.164,0,1.429,0,0,3.4049,0.6635,0,3e-04,4.9544,0,0,1.8396,0,1.7107,0,0.526,2.1691,0,2.3469,0.8684,0,2.8482,1.9402,2.5156,0,0,1.4778
"792","ENSMUSG00000098457",5.0164,7e-04,3.4157,2.7248,7.6274,0.3734,4.4975,4.1759,0.993,5.9353,4.3291,10.6707,6.0981,2.4405,11.378,0.7717,6.4695,6.2288,8.2954,1.8246,4.3931,16.9146,2.1745,5.2709,3.3546,8.2338,4.815,8.3683,11.5023,16.5688,4.5656,6.5417,5.6789,13.0713,4.9339,14.6741,9.9588,6.7903,5.872,9.892,3.1656,5.2185,18.1889,2.9601,11.0061,3.9071,1.8583,4.3581,8.0934,10.0306,0.488,8.5746,8.228,2.6899,6.0701,3.6603,4.5456,4.1229,0.2624,6.1807,8.7623,4.8817,6.657,5.7484,10.0693,2.9353,3.9555,10.7023,0.3958,3.2096,11.0019,1.4735,6.2824,6.3387,0.0167,4.0459,0.3493,0,2.4068,1.0028,3.1656,5.9916,4.4262,5.2343,14.2995,0,5.3436,8.9682,4.0028,1.4645,3.738,3.1085,2.8583,3.1374,8.3395,6.2618,11.8225,0,2.7809,4.0796,4.7575,0.2714,0,6.4117,6.3106,6.7807,9.0116,13.7735,8.6067,6.815,20.5339,7.4157,6.9257,11.4391,1.8536,3.9882,3.7003,3.6089,2.2928,4.7333,5.2707,0,5.2207,4.7148,5.8538,7.5264,0.1429,1.9113,9.6316,8.0214,12.6267,0,3.3298,0.0046,4.7428,8.3347,13.7922,1.8638,0.9889,9.4825,5.6322,4.7615,7.0941,6.3348,13.6218,6.0219,5.8872,9.8672,2.9834,6.228,7.1807,5.7147,3.6466,1.7381,2.0887,2.9264,11.7291,12.4494,3.2432,1e-04,7.4549,2.8831,10.6638,0.9889,4.8446,11.0872,0.9507,6.6074,20.9572,8.0308,8.2577,7.8254,5.2147,3.4679,4.8624,3.0645,15.2548,5.0611,7.1561,3.7676,9.2523,2.3251,13.7255,9.637,7.8047
"793","ENSMUSG00000098462",3.8585,0.2533,5.935,0.3686,7.1805,1.957,4.2082,0.9299,1.7992,0.5966,0.196,1.7737,0.8348,0,3.4874,1.5869,3.2098,2.1582,1.1618,0.835,1.3372,6.1033,0,1.1792,3.2641,0,3.5894,0.6063,2.5551,5.648,4.1027,2.6647,4.5083,0.5647,2.5015,1.8436,2.6318,10.1276,7.0068,6.5427,5.1355,0,2.6457,3.1129,2.6666,2.4279,2.9889,3.4631,3.9052,5.5191,1.4349,4.266,3.3466,6.7059,0,1.4112,6.8603,8.067,2.3849,2.0875,3.7206,4.5547,1.773,2.5124,0.0795,5.8029,3.5786,10.4575,3.2425,0,6.5208,1.0405,2.3817,0,1.6016,0.9096,1.5398,5.975,5.5732,8.5624,1.4483,14.3895,3.7768,0.4532,7.511,1.088,0,8.8975,2.13,2.3414,0.6494,1.506,0.0745,2.7769,0.2314,5.5116,3.6413,0,1.3878,0.5305,4.5379,3.135,1.7694,5.9711,7.05,6.179,2.5061,0.6571,4.6437,1.1308,2.7883,4.8652,0,3.0741,1.4158,2.5317,2.7699,0.4621,0.8457,1.7705,0,0.9834,12.8231,3.4437,7.7816,3.0843,1.4579,6.8057,13.6409,2.8409,0,0,0.6293,3.8588,4.366,0,20.4136,1.6309,0.2593,3.8859,0.7592,3.9527,1.7558,1.0879,2.2738,1.6633,0.492,3.7828,1.5194,2.8311,1.9098,3.6701,0,1.3269,3.3241,11.2395,0.5107,0.1406,0,0,0.5278,0,8.3454,3.2699,0,6.0143,3.9581,18.8012,1.455,5.3935,3.0683,2.6199,0,3.4442,1.3357,0.2883,8.399,6.2197,8.1507,0.3393,3.9639,2.0741,12.7383,0,5.7123
"794","ENSMUSG00000098494",0,1,1.0399,0,0,2.6115,0.8725,0,0.7197,0,0.3982,0.5703,2.8375,1,0,1.1683,0,0,0.4126,0,2.3697,0,1.2829,1,0,0.6706,0.4441,0,0,1.8461,1.7861,0.6858,2.1903,0.9389,0,0,0,6.9293,0,1,0.5706,0.9465,0,2.6625,1,1.5461,0,0.786,0,0,0,0,1,1.4986,0,2,0,0,0.5678,0,0,2,1,0,1,2.7675,0.5966,4.3394,0,1.8458,2.2975,0.0401,1,0,0,0,0,0.7086,0,3.9508,2.101,2,0,0,0,1,0,0.8019,0.2191,1.1061,1.4409,1,3.2835,0,0,0,1,0.016,0,0,0,0,0,0,0,0,0,1.4914,0,0,0.151,1.1075,1.6552,2.9486,0,1.7831,0,0,0,0,0,1,1,0,0.2141,1,0,0,1,1.6063,0,0.8533,0,2,2,3.821,0,0,3.759,2.7005,0.4502,1,0,1.259,0,0.6959,0,0,1,0.8624,1.6835,0,0.2565,1.7116,1,0,0,0,1.7875,2,0,1.9517,2.5302,0,0,3.821,0,3.2356,0,0,2,1.6882,1.6518,1,0,0,0.8224,1,2.4396,3,0.5852,0.4452,0.9613,0,0
"795","ENSMUSG00000098498",1.3494,0,0.1787,1.8128,0.4511,0,0.0369,1.3072,4.3618,1.5386,0.5978,0.002,1.4734,3.5487,1.0039,1.0924,0.2865,0.3577,0,0.2096,0.2633,1.4086,2.4677,1.2216,0,0.1596,0,0.5842,2.9722,0.526,0.1024,0.148,0.2723,4.6804,0.0285,1.2334,0,1.3081,0,2.086,0.8445,2.3126,1.8899,2.8304,0,0,0.7256,2.617,0,3.559,1.3714,0,1.7711,0.1031,0.4095,1.1813,2.3223,0,0,0,0.4654,2.333,0,0.3218,0.4514,1.6261,0.868,0.4226,0,0.358,2.1744,0.5221,0.69,0,0,0,1.1169,5.3254,1.3004,1.5707,2.296,0.0572,0,0,1.9762,0.9545,3.4072,1.6243,0.3057,1.5026,0,0,2.4903,0.4958,1.0042,0.8469,1.387,0.7816,0,0.4252,0.258,0.1142,0.0321,0.9729,2.4071,0,1e-04,3.1646,0,2.5366,2.7647,0,1.1898,3.0613,0.6498,0,1.4943,0.3568,0.1932,0.2588,0.2339,0,0.7899,0.0715,0.6275,0.4195,0.0951,0,1.6798,0,2.042,3.6092,0.8599,1.7426,1.6927,0.7883,4.1409,1.8727,1.0121,0.277,0.473,1.5534,0,3.2813,0,0,0.8516,0.3949,0,0.2605,0,0.5365,1.4917,0,0.4498,0,0,0,0,1.1437,2.1836,1.573,0,0,1.221,6.1965,5.6705,0.8266,0,2.7397,0.7865,0,1.6943,0.4082,1.9401,0.6555,1e-04,0.1673,0,0.1138,0.6904,1.7441,2.7636,0.9943,0.2457
